ID_Pesanan,Tanggal,Produk,Kategori,Jumlah,Harga_Satuan,Total_Penjualan
11310,2024-09-21,Sofa Ducimus,Furnitur,2.0,Rp36.932,Rp70.170
11311,2024-08-20,Spices Consectetur,Kebutuhan Pokok,5.0,Rp18.389,Rp91.945
11312,2023-11-05,Women's Wear Alias,Pakaian,5.0,Rp14.946,Rp59.784
11313,2025-03-04,Spices Quam,Kebutuhan Pokok,4.0,Rp9.616,Rp38.464
11314,2023-10-21,Lipstick Amet,Beauty,1.0,Rp79.998,Rp71.998
11315,2025-03-25,Clock Repellendus,Home Decor,4.0,Rp58.740,Rp187.968
11316,2024-12-07,Minyak Illo,Kebutuhan Pokok,2.0,Rp25.518,Rp51.036
11317,2024-05-11,Face Cream Voluptatum,Beauty,5.0,Rp34.673,Rp156.028
11318,2023-12-15,Yoga Mat Suscipit,Sports,3.0,Rp70.082,Rp178.709
11319,2024-10-14,Textbook Totam,Buku,3.0,Rp18.201,Rp54.603
11320,2025-05-18,Non-Fiksi Rem,Buku,4.0,Rp59.487,Rp214.153
11321,2024-02-02,Cricket Bat Ratione,Sports,4.0,Rp47.183,Rp188.732
11322,2024-03-21,Doll Sit,Toys,1.0,Rp17.904,Rp17.904
11323,2024-04-14,Fiction Accusamus,Buku,3.0,Rp72.148,Rp216.444
11324,2023-12-04,Women's Wear Sequi,Pakaian,5.0,Rp60.301,Rp271.354
11325,2025-01-26,Foundation Excepturi,Beauty,3.0,Rp57.840,Rp164.844
11326,2024-12-02,Nasi/Beras Officia,Kebutuhan Pokok,4.0,Rp3.166,Rp10.131
11327,2024-05-22,Comics Nulla,Buku,2.0,Rp60.662,Rp115.257
11328,2024-05-14,Pakaian Anak Nostrum,Pakaian,5.0,Rp36.207,Rp144.828
11329,2024-09-06,Textbook Quae,Buku,2.0,Rp38.918,Rp73.944
11330,2024-02-05,Textbook Quo,Buku,5.0,Rp35.494,Rp159.723
11331,2024-08-15,Biografi Animi,Buku,5.0,Rp23.933,Rp113.681
11332,2024-11-17,Nasi/Beras Doloremque,Kebutuhan Pokok,5.0,Rp18.658,Rp74.632
11333,2025-05-16,Pakaian Anak Iste,Pakaian,3.0,Rp41.018,Rp123.054
11334,2025-08-29,Perfume Minus,Beauty,3.0,Rp21.252,Rp51.004
11335,2024-10-05,Wheat Ullam,Kebutuhan Pokok,2.0,Rp38.122,Rp76.244
11336,2024-07-03,Shampoo Voluptatem,Beauty,3.0,Rp65.725,Rp167.598
11337,2025-06-18,Cookware Set Corporis,Dapur,1.0,Rp60.692,Rp60.692
11338,2025-01-27,Cricket Bat Dignissimos,Sports,1.0,Rp37.181,Rp37.181
11339,2025-02-08,Cushion Velit,Home Decor,5.0,Rp21.701,Rp92.229
11340,2024-12-29,Puzzle Hic,Toys,2.0,Rp40.032,Rp76.060
11341,2024-01-02,Shampoo Vero,Beauty,1.0,Rp6.543,Rp6.543
11342,2024-06-02,Perfume Itaque,Beauty,4.0,Rp59.012,Rp236.048
11343,2024-11-26,RC Car Exercitationem,Toys,4.0,Rp13.363,Rp45.434
11344,2024-09-11,Refrigerator Aliquam,Dapur,3.0,Rp48.616,Rp116.678
11345,2025-04-06,Fiction Eaque,Buku,1.0,Rp26.132,Rp26.132
11346,2024-05-03,Lamp Veritatis,Home Decor,5.0,Rp61.732,Rp277.794
11347,2024-08-17,Biografi Repellat,Buku,3.0,Rp12.256,Rp33.091
11348,2024-10-28,Kursi Vero,Furnitur,4.0,Rp2.901,Rp9.863
11349,2025-01-23,Aksesoris Eligendi,Pakaian,1.0,Rp28.655,Rp25.789
11350,2025-06-01,Doll Dignissimos,Toys,2.0,Rp16.766,Rp26.825
11351,2025-01-20,Bed Tenetur,Furnitur,4.0,Rp74.890,Rp299.560
11352,2024-12-30,Sofa Tempora,Furnitur,5.0,Rp78.400,Rp333.200
11353,2024-02-26,Doll Quae,Toys,3.0,Rp53.443,Rp152.312
11354,2023-10-24,Refrigerator Quae,Dapur,2.0,Rp45.753,Rp86.930
11355,2025-07-24,Cricket Bat Inventore,Sports,3.0,Rp47.663,Rp142.989
11356,2024-10-26,Alat Jus (Juicer) Commodi,Dapur,2.0,Rp69.740,Rp111.584
11357,2024-07-24,Yoga Mat Repellat,Sports,1.0,Rp23.482,Rp22.307
11358,2023-10-25,Cushion Et,Home Decor,2.0,Rp47.485,Rp94.970
11359,2024-07-03,Yoga Mat Rerum,Sports,1.0,Rp30.547,Rp24.437
11360,2024-11-13,Dumbbells Cumque,Sports,3.0,Rp79.296,Rp237.888
11361,2025-04-11,Puzzle Laborum,Toys,4.0,Rp43.841,Rp140.291
11362,2024-07-11,Biografi Doloribus,Buku,5.0,Rp61.062,Rp244.248
11363,2024-12-18,Kursi Dolor,Furnitur,1.0,Rp38.588,Rp34.729
11364,2025-07-31,Bed Praesentium,Furnitur,2.0,Rp13.018,Rp26.036
11365,2023-10-28,Spices Dolore,Kebutuhan Pokok,2.0,Rp63.094,Rp119.878
11366,2024-10-02,Men's Wear Quia,Pakaian,1.0,Rp32.692,Rp29.422
11367,2025-07-10,Non-Fiksi Quo,Buku,1.0,Rp47.091,Rp44.736
11368,2025-07-09,Laptop Facilis,Electronics,4.0,Rp37.965,Rp151.860
11369,2025-05-21,Board Game Accusantium,Toys,1.0,Rp32.354,Rp30.736
11370,2025-03-30,Shampoo Cumque,Beauty,4.0,Rp445,Rp1.691
11371,2025-03-13,Clock Repudiandae,Home Decor,1.0,Rp32.556,Rp27.672
11372,2024-03-24,Headphones Aliquam,Electronics,4.0,Rp40.124,Rp136.421
11373,2024-11-12,Face Cream Quod,Beauty,4.0,Rp65.371,Rp248.409
11374,2024-09-24,Doll Amet,Toys,5.0,Rp43.156,Rp215.780
11375,2025-01-03,Cricket Bat Voluptatem,Sports,2.0,Rp32.871,Rp52.593
11376,2023-12-17,Shoes Ratione,Pakaian,4.0,Rp56.993,Rp205.174
11377,2024-05-06,Yoga Mat Molestiae,Sports,1.0,Rp51.149,Rp46.034
11378,2024-11-12,Women's Wear Sit,Pakaian,5.0,Rp74.691,Rp373.455
11379,2023-12-02,Aksesoris Pariatur,Pakaian,5.0,Rp59.691,Rp283.532
11380,2025-07-24,Cookware Set Sequi,Dapur,5.0,Rp27.714,Rp117.784
11381,2024-04-08,Lamp Adipisci,Home Decor,1.0,Rp19.094,Rp16.229
11382,2025-03-30,Shoes Numquam,Pakaian,3.0,Rp69.544,Rp198.200
11383,2023-12-10,Lipstick Vitae,Beauty,4.0,Rp45.913,Rp174.469
11384,2024-03-09,Lamp Culpa,Home Decor,4.0,Rp36.107,Rp122.763
11385,2024-06-01,Sofa Aperiam,Furnitur,1.0,Rp3.801,Rp3.420
11386,2024-06-18,Spices Itaque,Kebutuhan Pokok,1.0,Rp57.929,Rp49.239
11387,2024-07-02,Wheat Molestiae,Kebutuhan Pokok,5.0,Rp21.407,Rp96.331
11388,2024-05-14,Lamp Nostrum,Home Decor,4.0,Rp46.703,Rp177.471
11389,2025-01-24,Lipstick Deserunt,Beauty,1.0,Rp30.391,Rp25.832
11390,2024-11-12,Vase Commodi,Home Decor,5.0,Rp51.544,Rp231.948
11391,2024-10-10,RC Car Explicabo,Toys,2.0,Rp15.156,Rp27.280
11392,2025-01-03,Cookware Set Consequatur,Dapur,1.0,Rp4.842,Rp4.842
11393,2025-04-22,Puzzle Unde,Toys,4.0,Rp47.431,Rp161.265
11394,2024-04-12,Football Vel,Sports,1.0,Rp4.254,Rp4.041
11395,2024-01-17,Sugar Quis,Kebutuhan Pokok,2.0,Rp66.728,Rp106.764
11396,2024-12-12,Pakaian Anak Sapiente,Pakaian,4.0,Rp34.919,Rp132.692
11397,2024-03-18,Cricket Bat Blanditiis,Sports,2.0,Rp69.831,Rp118.712
11398,2025-02-10,Textbook Expedita,Buku,5.0,Rp16.738,Rp75.321
11399,2024-09-23,Cabinet Dolor,Furnitur,1.0,Rp27.395,Rp24.655
11400,2024-02-10,Sugar Tempora,Kebutuhan Pokok,4.0,Rp36.193,Rp115.817
11401,2024-09-25,Football Saepe,Sports,3.0,Rp1.189,Rp3.388
11402,2025-07-08,Comics Corrupti,Buku,1.0,Rp9.126,Rp8.213
11403,2023-12-16,Tennis Racket Excepturi,Sports,4.0,Rp42.688,Rp136.601
11404,2025-07-04,Laptop Voluptatum,Electronics,5.0,Rp57.067,Rp271.068
11405,2025-06-02,Refrigerator Explicabo,Dapur,4.0,Rp41.620,Rp166.480
11406,2024-11-16,Laptop Adipisci,Electronics,1.0,Rp37.428,Rp35.556
11407,2024-12-13,Bed Reprehenderit,Furnitur,3.0,Rp17.042,Rp43.457
11408,2025-03-08,Doll Omnis,Toys,2.0,Rp72.925,Rp116.680
11409,2025-07-09,Minyak Provident,Kebutuhan Pokok,5.0,Rp42.402,Rp190.809
11410,2024-07-28,Vase Ex,Home Decor,3.0,Rp62.626,Rp187.878
11411,2024-12-11,Comics Laboriosam,Buku,1.0,Rp27.474,Rp27.474
11412,2024-11-05,Perfume Laudantium,Beauty,3.0,Rp50.954,Rp122.289
11413,2025-08-05,Doll Corporis,Toys,2.0,Rp5.007,Rp8.011
11414,2024-02-20,Lamp Dolorem,Home Decor,4.0,Rp62.119,Rp223.628
11415,2025-02-24,Lipstick Iure,Beauty,4.0,Rp20.217,Rp80.868
11416,2025-03-30,Dumbbells Distinctio,Sports,3.0,Rp25.307,Rp60.736
11417,2024-01-02,Foundation Quisquam,Beauty,4.0,Rp23.916,Rp95.664
11418,2024-09-08,Comics Voluptatibus,Buku,3.0,Rp6.415,Rp16.358
11419,2023-12-15,Non-Fiksi Amet,Buku,4.0,Rp43.919,Rp158.108
11420,2023-10-18,Mobile Aperiam,Electronics,5.0,Rp43.422,Rp195.399
11421,2023-11-21,Tennis Racket Dignissimos,Sports,2.0,Rp54.001,Rp108.002
11422,2024-07-20,Puzzle Quaerat,Toys,4.0,Rp13.912,Rp52.865
11423,2024-08-18,Tennis Racket Pariatur,Sports,3.0,Rp44.421,Rp119.936
11424,2024-07-01,Fiction Ipsam,Buku,4.0,Rp26.402,Rp89.766
11425,2023-10-20,Fiction Quibusdam,Buku,2.0,Rp48.812,Rp78.099
11426,2025-08-31,Fiction Velit,Buku,2.0,Rp16.765,Rp26.824
11427,2024-03-15,Headphones Laudantium,Electronics,4.0,Rp70.205,Rp280.820
11428,2024-05-24,Wall Art Unde,Home Decor,3.0,Rp79.374,Rp202.403
11429,2024-11-09,Mobile Velit,Electronics,1.0,Rp50.990,Rp50.990
11430,2024-01-15,Sugar Inventore,Kebutuhan Pokok,5.0,Rp3.019,Rp15.095
11431,2023-10-22,Alat Jus (Juicer) Illo,Dapur,2.0,Rp69.886,Rp139.772
11432,2024-05-29,Mixer Grinder Iste,Dapur,1.0,Rp13.377,Rp13.377
11433,2025-08-22,Men's Wear Error,Pakaian,3.0,Rp53.574,Rp128.577
11434,2025-08-13,Clock Iusto,Home Decor,4.0,Rp16.159,Rp58.172
11435,2024-09-18,Bed Animi,Furnitur,4.0,Rp54.791,Rp186.289
11436,2024-06-02,Comics Molestiae,Buku,2.0,Rp50.012,Rp85.020
11437,2025-03-18,RC Car Iure,Toys,4.0,Rp73.997,Rp281.188
11438,2024-07-14,Women's Wear Nostrum,Pakaian,5.0,Rp51.750,Rp232.875
11439,2024-02-19,Face Cream Corrupti,Beauty,3.0,Rp33.780,Rp91.206
11440,2025-06-13,Women's Wear Sint,Pakaian,4.0,Rp58.069,Rp220.662
11441,2025-02-13,Tennis Racket Atque,Sports,3.0,Rp6.783,Rp16.279
11442,2024-09-19,Foundation Perspiciatis,Beauty,3.0,Rp46.887,Rp140.661
11443,2025-02-24,Fiction Perspiciatis,Buku,5.0,Rp48.885,Rp219.982
11444,2024-09-14,Women's Wear Ea,Pakaian,3.0,Rp50.793,Rp144.760
11445,2024-04-18,Sofa Exercitationem,Furnitur,1.0,Rp16.997,Rp16.997
11446,2024-08-14,Shampoo Incidunt,Beauty,1.0,Rp54.181,Rp51.471
11447,2025-07-04,Alat Jus (Juicer) Tempora,Dapur,3.0,Rp79.851,Rp191.642
11448,2023-10-23,Headphones Accusantium,Electronics,5.0,Rp67.709,Rp338.545
11449,2024-06-21,RC Car Fugit,Toys,3.0,Rp10.708,Rp30.517
11450,2025-03-17,Foundation Cumque,Beauty,3.0,Rp69.600,Rp198.360
11451,2025-09-27,Puzzle Labore,Toys,4.0,Rp38.431,Rp122.979
11452,2024-03-29,Pakaian Anak Impedit,Pakaian,3.0,Rp47.134,Rp113.121
11453,2023-12-07,Doll Ab,Toys,1.0,Rp51.243,Rp43.556
11454,2024-08-28,Lipstick Eveniet,Beauty,2.0,Rp10.564,Rp19.015
11455,2024-11-09,Action Figure Laudantium,Toys,5.0,Rp11.067,Rp55.335
11456,2025-05-08,Tennis Racket Repellendus,Sports,2.0,Rp56.125,Rp95.412
11457,2024-08-22,Cabinet Ab,Furnitur,2.0,Rp73.299,Rp131.938
11458,2023-10-12,Lipstick Occaecati,Beauty,1.0,Rp23.413,Rp18.730
11459,2024-03-22,Cushion Deserunt,Home Decor,5.0,Rp23.691,Rp100.686
11460,2024-09-29,Foundation Ipsa,Beauty,3.0,Rp45.701,Rp109.682
11461,2025-05-25,Clock Rerum,Home Decor,2.0,Rp31.987,Rp63.974
11462,2025-01-06,Fiction Officiis,Buku,3.0,Rp65.969,Rp158.325
11463,2024-11-30,Comics Voluptates,Buku,1.0,Rp13.459,Rp12.113
11464,2024-06-11,Camera Porro,Electronics,1.0,Rp28.915,Rp26.023
11465,2025-06-09,Nasi/Beras Ex,Kebutuhan Pokok,1.0,Rp56.277,Rp53.463
11466,2024-09-23,Women's Wear Sapiente,Pakaian,1.0,Rp48.636,Rp43.772
11467,2024-04-30,Doll Ad,Toys,4.0,Rp46.758,Rp158.977
11468,2024-09-08,Doll Sit,Toys,2.0,Rp67.375,Rp114.537
11469,2024-04-11,Football Ducimus,Sports,4.0,Rp73.545,Rp264.762
11470,2024-11-03,Fiction Voluptatibus,Buku,3.0,Rp33.816,Rp86.230
11471,2024-10-13,Spices Fugit,Kebutuhan Pokok,5.0,Rp627,Rp3.135
11472,2024-12-24,Table Ipsa,Furnitur,4.0,Rp44.313,Rp141.801
11473,2024-10-27,Foundation Saepe,Beauty,4.0,Rp34.284,Rp123.422
11474,2025-06-01,Doll Eveniet,Toys,4.0,Rp47.008,Rp150.425
11475,2024-01-03,Shampoo Ullam,Beauty,2.0,Rp69.366,Rp124.858
11476,2023-11-08,Cookware Set Voluptates,Dapur,5.0,Rp65.778,Rp312.445
11477,2024-07-28,Yoga Mat Distinctio,Sports,3.0,Rp1.200,Rp3.600
11478,2024-02-01,Fiction Quas,Buku,2.0,Rp31.819,Rp54.092
11479,2025-06-10,Cushion Iure,Home Decor,4.0,Rp47.922,Rp191.688
11480,2025-05-02,Spices Totam,Kebutuhan Pokok,3.0,Rp33.133,Rp89.459
11481,2025-03-07,Wall Art Corrupti,Home Decor,1.0,Rp67.503,Rp57.377
11482,2023-12-18,Yoga Mat Sint,Sports,4.0,Rp28.665,Rp108.927
11483,2025-03-25,Microwave Labore,Dapur,4.0,Rp57.143,Rp228.572
11484,2023-10-16,Board Game Hic,Toys,3.0,Rp33.778,Rp81.067
11485,2025-03-01,Minyak Earum,Kebutuhan Pokok,1.0,Rp13.630,Rp13.630
11486,2025-06-17,Alat Jus (Juicer) Consequatur,Dapur,3.0,Rp47.961,Rp129.494
11487,2025-05-04,Men's Wear Iure,Pakaian,3.0,Rp58.707,Rp140.896
11488,2025-05-27,Kursi Minima,Furnitur,5.0,Rp21.305,Rp95.872
11489,2024-01-02,Board Game Officiis,Toys,3.0,Rp55.777,Rp158.964
11490,2025-01-29,Smartwatch Magni,Electronics,3.0,Rp67.587,Rp162.208
11491,2023-12-23,Wall Art Soluta,Home Decor,2.0,Rp31.379,Rp53.344
11492,2025-05-12,Sofa Molestiae,Furnitur,2.0,Rp70.131,Rp140.262
11493,2024-02-10,RC Car Eum,Toys,5.0,Rp63.338,Rp253.352
11494,2025-04-09,Face Cream Earum,Beauty,1.0,Rp45.240,Rp40.716
11495,2024-02-16,Puzzle Dolores,Toys,1.0,Rp25.879,Rp21.997
11496,2024-05-01,Refrigerator Et,Dapur,3.0,Rp24.895,Rp63.482
11497,2024-06-07,Cushion Consectetur,Home Decor,3.0,Rp56.151,Rp134.762
11498,2024-03-26,Wheat Debitis,Kebutuhan Pokok,2.0,Rp72.161,Rp115.457
11499,2025-08-13,Refrigerator Reiciendis,Dapur,1.0,Rp79.632,Rp71.668
11500,2024-03-06,Clock Exercitationem,Home Decor,1.0,Rp31.128,Rp26.458
11501,2025-08-27,Smartwatch At,Electronics,1.0,Rp13.595,Rp12.915
11502,2024-11-16,Biografi Neque,Buku,1.0,Rp6.343,Rp6.343
11503,2023-11-04,Laptop Similique,Electronics,2.0,Rp68.154,Rp115.861
11504,2024-06-07,Women's Wear Placeat,Pakaian,1.0,Rp74.854,Rp67.368
11505,2024-11-06,Men's Wear Quaerat,Pakaian,5.0,Rp27.661,Rp110.644
11506,2024-03-02,Clock Odit,Home Decor,3.0,Rp19.872,Rp53.654
11507,2025-01-25,Perfume Similique,Beauty,2.0,Rp69.790,Rp132.601
11508,2024-06-10,Sugar Et,Kebutuhan Pokok,5.0,Rp7.842,Rp33.328
11509,2025-04-16,Tennis Racket Quos,Sports,1.0,Rp46.483,Rp41.834
11510,2025-07-26,Board Game Veniam,Toys,3.0,Rp55.155,Rp148.918
11511,2024-01-29,Clock Impedit,Home Decor,1.0,Rp43.008,Rp34.406
11512,2025-02-26,Tennis Racket Molestiae,Sports,4.0,Rp56.586,Rp192.392
11513,2024-12-01,Yoga Mat Ipsam,Sports,2.0,Rp21.036,Rp35.761
11514,2025-08-15,Lipstick Deleniti,Beauty,1.0,Rp8.435,Rp8.435
11515,2024-12-15,Bed Labore,Furnitur,1.0,Rp59.069,Rp47.255
11516,2024-11-02,Spices Cumque,Kebutuhan Pokok,4.0,Rp72.844,Rp262.238
11517,2024-01-18,Textbook Quia,Buku,4.0,Rp56.495,Rp180.784
11518,2024-09-18,Foundation Libero,Beauty,2.0,Rp58.411,Rp105.139
11519,2025-01-31,Puzzle Perspiciatis,Toys,1.0,Rp74.254,Rp63.115
11520,2024-08-17,Minyak Tempora,Kebutuhan Pokok,2.0,Rp27.743,Rp52.711
11521,2024-10-20,Smartwatch Ipsa,Electronics,1.0,Rp78.463,Rp66.693
11522,2025-04-10,Women's Wear Nulla,Pakaian,3.0,Rp70.431,Rp179.599
11523,2024-02-01,Spices Eveniet,Kebutuhan Pokok,1.0,Rp48.348,Rp41.095
11524,2025-10-03,Foundation Veritatis,Beauty,5.0,Rp18.837,Rp80.057
11525,2024-07-31,Yoga Mat Enim,Sports,3.0,Rp11.450,Rp34.350
11526,2024-01-05,Cookware Set Possimus,Dapur,2.0,Rp77.558,Rp124.092
11527,2025-07-01,Cabinet Quasi,Furnitur,2.0,Rp13.108,Rp20.972
11528,2025-08-27,Mobile Dolores,Electronics,3.0,Rp57.883,Rp147.601
11529,2025-07-10,Women's Wear Ratione,Pakaian,3.0,Rp42.725,Rp115.357
11530,2024-04-14,Perfume Error,Beauty,3.0,Rp55.957,Rp167.871
11531,2025-05-24,Tennis Racket Perferendis,Sports,4.0,Rp56.766,Rp193.004
11532,2025-05-29,Aksesoris Deserunt,Pakaian,2.0,Rp74.359,Rp133.846
11533,2025-09-02,Mobile Architecto,Electronics,2.0,Rp16.331,Rp31.028
11534,2023-10-04,Bed Sapiente,Furnitur,5.0,Rp44.511,Rp178.044
11535,2023-10-08,Kursi Dicta,Furnitur,4.0,Rp42.955,Rp163.229
11536,2024-03-17,Wheat Nulla,Kebutuhan Pokok,5.0,Rp58.177,Rp290.885
11537,2025-09-04,Action Figure Est,Toys,4.0,Rp54.053,Rp205.401
11538,2025-07-01,Headphones Incidunt,Electronics,5.0,Rp29.477,Rp147.385
11539,2024-06-12,Mobile Quidem,Electronics,4.0,Rp56.039,Rp212.948
11540,2025-01-20,Football Corporis,Sports,1.0,Rp65.150,Rp61.892
11541,2024-07-17,Refrigerator Molestias,Dapur,3.0,Rp54.345,Rp163.035
11542,2025-05-16,Football Magni,Sports,4.0,Rp45.467,Rp172.774
11543,2024-04-14,Board Game Alias,Toys,3.0,Rp53.536,Rp128.486
11544,2025-03-08,Textbook Non,Buku,3.0,Rp56.465,Rp143.985
11545,2025-09-13,Biografi Officia,Buku,2.0,Rp68.644,Rp123.559
11546,2025-05-31,Table Molestiae,Furnitur,4.0,Rp63.192,Rp202.214
11547,2025-08-16,Nasi/Beras Corporis,Kebutuhan Pokok,3.0,Rp57.535,Rp172.605
11548,2025-06-13,Cookware Set Asperiores,Dapur,1.0,Rp4.957,Rp4.213
11549,2025-06-28,Headphones Accusantium,Electronics,3.0,Rp68.401,Rp184.682
11550,2025-04-18,Comics Eos,Buku,5.0,Rp30.383,Rp151.915
11551,2024-07-17,Textbook Blanditiis,Buku,1.0,Rp75.876,Rp75.876
11552,2025-02-13,Vase Quisquam,Home Decor,4.0,Rp78.123,Rp296.867
11553,2024-05-06,Men's Wear Quisquam,Pakaian,3.0,Rp66.674,Rp170.018
11554,2024-03-19,Cookware Set Optio,Dapur,1.0,Rp53.914,Rp48.522
11555,2024-02-05,Board Game A,Toys,5.0,Rp42.355,Rp211.775
11556,2025-01-08,Biografi Similique,Buku,2.0,Rp14.604,Rp23.366
11557,2024-12-18,Comics Iste,Buku,2.0,Rp56.144,Rp95.444
11558,2024-03-26,Mobile Maxime,Electronics,4.0,Rp69.488,Rp277.952
11559,2024-08-03,Wheat Provident,Kebutuhan Pokok,1.0,Rp54.783,Rp46.565
11560,2023-11-15,Headphones Explicabo,Electronics,4.0,Rp31.813,Rp108.164
11561,2024-06-28,Lamp Exercitationem,Home Decor,3.0,Rp22.087,Rp66.261
11562,2025-04-25,Football Natus,Sports,5.0,Rp42.219,Rp179.430
11563,2025-02-03,Lamp Placeat,Home Decor,1.0,Rp67.580,Rp54.064
11564,2024-03-22,Lipstick Quos,Beauty,2.0,Rp36.046,Rp57.673
11565,2024-12-24,Tennis Racket Corrupti,Sports,3.0,Rp45.233,Rp122.129
11566,2024-03-31,Foundation Dolorem,Beauty,5.0,Rp8.191,Rp38.907
11567,2024-12-12,Wall Art Ipsum,Home Decor,2.0,Rp51.678,Rp82.684
11568,2023-10-27,Table Similique,Furnitur,4.0,Rp15.799,Rp56.876
11569,2023-12-01,Perfume Sequi,Beauty,3.0,Rp42.318,Rp101.563
11570,2023-12-01,Cricket Bat Aliquid,Sports,5.0,Rp39.187,Rp156.748
11571,2025-06-13,Dumbbells Facere,Sports,3.0,Rp72.783,Rp196.514
11572,2024-05-05,Table Voluptas,Furnitur,1.0,Rp62.101,Rp52.785
11573,2024-07-25,Action Figure Pariatur,Toys,2.0,Rp10.088,Rp17.149
11574,2025-03-21,Football A,Sports,4.0,Rp79.712,Rp318.848
11575,2025-07-09,Lamp Fugit,Home Decor,5.0,Rp46.998,Rp187.992
11576,2024-10-20,Yoga Mat Facilis,Sports,4.0,Rp74.530,Rp283.214
11577,2025-08-18,Cushion Explicabo,Home Decor,2.0,Rp3.891,Rp7.782
11578,2024-02-05,Vase Dignissimos,Home Decor,5.0,Rp42.882,Rp214.410
11579,2025-05-12,Fiction Aperiam,Buku,5.0,Rp37.420,Rp187.100
11580,2025-03-24,Aksesoris Ratione,Pakaian,3.0,Rp41.464,Rp99.513
11581,2025-06-04,Headphones Aliquid,Electronics,2.0,Rp7.577,Rp15.154
11582,2023-10-10,Spices Quidem,Kebutuhan Pokok,4.0,Rp24.513,Rp78.441
11583,2024-07-31,Minyak Id,Kebutuhan Pokok,5.0,Rp46.871,Rp234.355
11584,2024-03-02,Yoga Mat Velit,Sports,2.0,Rp44.818,Rp76.190
11585,2024-12-28,Spices Iste,Kebutuhan Pokok,3.0,Rp22.804,Rp68.412
11586,2023-10-16,Wheat Nam,Kebutuhan Pokok,4.0,Rp2.456,Rp8.841
11587,2025-08-07,Comics Excepturi,Buku,3.0,Rp61.404,Rp165.790
11588,2024-08-11,Biografi Consequatur,Buku,2.0,Rp6.809,Rp13.618
11589,2025-07-18,Fiction Quod,Buku,5.0,Rp64.990,Rp324.950
11590,2025-09-15,Football Similique,Sports,1.0,Rp51.441,Rp41.152
11591,2024-09-23,Mixer Grinder Quisquam,Dapur,2.0,Rp67.850,Rp108.560
11592,2024-10-19,Lamp Nostrum,Home Decor,4.0,Rp53.753,Rp172.009
11593,2024-08-16,Board Game Rem,Toys,2.0,Rp35.273,Rp63.491
11594,2025-08-24,Foundation Ullam,Beauty,1.0,Rp77.782,Rp77.782
11595,2025-05-21,Cushion Ad,Home Decor,4.0,Rp5.300,Rp16.960
11596,2025-08-09,Lamp Voluptatibus,Home Decor,3.0,Rp61.760,Rp185.280
11597,2025-06-10,Biografi Odit,Buku,3.0,Rp5.715,Rp13.716
11598,2024-12-19,Cookware Set Facere,Dapur,3.0,Rp68.753,Rp195.946
11599,2025-05-11,Headphones Illo,Electronics,4.0,Rp19.750,Rp67.150
11600,2024-04-11,Biografi Facere,Buku,1.0,Rp13.191,Rp11.212
11601,2025-04-11,Mobile Libero,Electronics,4.0,Rp33.682,Rp134.728
11602,2023-10-05,Foundation Dignissimos,Beauty,4.0,Rp56.760,Rp192.984
11603,2024-02-08,Nasi/Beras Adipisci,Kebutuhan Pokok,1.0,Rp38.881,Rp38.881
11604,2024-02-19,Sugar Dicta,Kebutuhan Pokok,1.0,Rp60.906,Rp57.860
11605,2024-07-01,Nasi/Beras Exercitationem,Kebutuhan Pokok,4.0,Rp32.310,Rp109.854
11606,2024-02-22,Sofa Nobis,Furnitur,5.0,Rp39.963,Rp189.824
11607,2024-10-27,Kursi Voluptatum,Furnitur,4.0,Rp12.256,Rp49.024
11608,2024-11-11,Nasi/Beras Voluptatibus,Kebutuhan Pokok,2.0,Rp63.511,Rp127.022
11609,2023-12-07,Cabinet Explicabo,Furnitur,1.0,Rp76.977,Rp76.977
11610,2024-09-15,Comics Dolorem,Buku,2.0,Rp6.351,Rp12.702
11611,2024-09-10,Cricket Bat Necessitatibus,Sports,1.0,Rp44.695,Rp37.990
11612,2025-08-27,Spices Omnis,Kebutuhan Pokok,5.0,Rp57.377,Rp243.852
11613,2025-03-14,Cricket Bat Ex,Sports,5.0,Rp7.268,Rp30.889
11614,2024-06-23,Dumbbells Perferendis,Sports,3.0,Rp20.458,Rp58.305
11615,2025-09-12,Wheat Repellat,Kebutuhan Pokok,3.0,Rp42.172,Rp120.190
11616,2025-08-07,Wall Art Fuga,Home Decor,3.0,Rp20.044,Rp51.112
11617,2025-01-30,Shoes Ullam,Pakaian,1.0,Rp54.250,Rp54.250
11618,2024-05-21,Dumbbells Vero,Sports,2.0,Rp35.691,Rp71.382
11619,2025-08-05,Clock Atque,Home Decor,1.0,Rp49.454,Rp49.454
11620,2025-07-28,Football Ea,Sports,2.0,Rp77.408,Rp139.334
11621,2025-02-26,Vase Occaecati,Home Decor,2.0,Rp24.823,Rp44.681
11622,2025-09-02,Mobile Modi,Electronics,3.0,Rp47.062,Rp141.186
11623,2024-08-07,Men's Wear Quidem,Pakaian,3.0,Rp63.805,Rp162.702
11624,2024-05-26,Fiction Doloremque,Buku,4.0,Rp78.933,Rp315.732
11625,2025-03-27,Men's Wear Eaque,Pakaian,1.0,Rp61.502,Rp61.502
11626,2024-01-09,Cricket Bat Earum,Sports,2.0,Rp66.194,Rp125.768
11627,2024-09-07,Vase Tempore,Home Decor,5.0,Rp42.552,Rp170.208
11628,2024-08-27,Yoga Mat Esse,Sports,4.0,Rp44.013,Rp140.841
11629,2025-09-25,Bed Rem,Furnitur,2.0,Rp60.635,Rp109.143
